fullname,motivation,surname,firstname,share,born,year,age,born_city,died,is_alive,category,born_country,gender,born_country_code,affiliation_city,affiliation,affiliation_country
George Bernard Shaw,"for his work which is marked by both idealism and humanity, its stimulating satire often being infused with a singular poetic beauty",Shaw,George Bernard,1,1856-07-26,1925,68,Dublin,11/2/1950,FALSE,literature,Ireland,male,IE,,none,
Charles Gates Dawes,,Dawes,Charles Gates,2,1865-08-27,1925,59,"Marietta, OH",4/23/1951,FALSE,peace,USA,male,US,,none,
Sir Austen Chamberlain,,Chamberlain,Sir Austen,2,1863-10-16,1925,61,Birmingham,3/16/1937,FALSE,peace,United Kingdom,male,GB,,none,
Gustav Ludwig Hertz,for their discovery of the laws governing the impact of an electron upon an atom,Hertz,Gustav Ludwig,2,1887-07-22,1925,37,Hamburg,10/30/1975,FALSE,physics,Germany,male,DE,Halle,Halle University,Germany
James Franck,for their discovery of the laws governing the impact of an electron upon an atom,Franck,James,2,1882-08-26,1925,42,Hamburg,5/21/1964,FALSE,physics,Germany,male,DE,Göttingen,Goettingen University,Germany
The (Theodor) Svedberg,for his work on disperse systems,Svedberg,The (Theodor),1,1884-08-30,1926,41,Fleräng,2/25/1971,FALSE,chemistry,Sweden,male,SE,Uppsala,Uppsala University,Sweden
Grazia Deledda,for her idealistically inspired writings which with plastic clarity picture the life on her native island and with depth and sympathy deal with human problems in general,Deledda,Grazia,1,1871-09-27,1926,54,"Nuoro, Sardinia",8/15/1936,FALSE,literature,Italy,female,IT,,none,
Johannes Andreas Grib Fibiger,for his discovery of the Spiroptera carcinoma,Fibiger,Johannes Andreas Grib,1,1867-04-23,1926,58,Silkeborg,1/30/1928,FALSE,medicine,Denmark,male,DK,Copenhagen,Copenhagen University,Denmark
Gustav Stresemann,,Stresemann,Gustav,2,1878-05-10,1926,47,Berlin,10/3/1929,FALSE,peace,Germany,male,DE,,none,
Aristide Briand,,Briand,Aristide,2,1862-03-28,1926,63,Nantes,3/7/1932,FALSE,peace,France,male,FR,,none,
Jean Baptiste Perrin,"for his work on the discontinuous structure of matter, and especially for his discovery of sedimentation equilibrium",Perrin,Jean Baptiste,1,1870-09-30,1926,55,Lille,4/17/1942,FALSE,physics,France,male,FR,Paris,Sorbonne University,France
Heinrich Otto Wieland,for his investigations of the constitution of the bile acids and related substances,Wieland,Heinrich Otto,1,1877-06-04,1927,49,Pforzheim,8/5/1957,FALSE,chemistry,Germany,male,DE,Munich,Munich University,Germany
Henri Bergson,in recognition of his rich and vitalizing ideas and the brilliant skill with which they have been presented,Bergson,Henri,1,1859-10-18,1927,67,Paris,1/4/1941,FALSE,literature,France,male,FR,,none,
Julius Wagner-Jauregg,for his discovery of the therapeutic value of malaria inoculation in the treatment of dementia paralytica,Wagner-Jauregg,Julius,1,1857-03-07,1927,69,Wels,9/27/1940,FALSE,medicine,Austria,male,AT,Vienna,Vienna University,Austria
Ludwig Quidde,,Quidde,Ludwig,2,1858-03-23,1927,68,Bremen,3/4/1941,FALSE,peace,Germany,male,DE,,none,
Ferdinand Buisson,,Buisson,Ferdinand,2,1841-12-20,1927,85,Paris,2/16/1932,FALSE,peace,France,male,FR,,none,
Arthur Holly Compton,for his discovery of the effect named after him,Compton,Arthur Holly,2,1892-09-10,1927,34,"Wooster, OH",3/15/1962,FALSE,physics,USA,male,US,"Chicago, IL",University of Chicago,USA
Charles Thomson Rees Wilson,for his method of making the paths of electrically charged particles visible by condensation of vapour,Wilson,Charles Thomson Rees,2,1869-02-14,1927,57,Glencorse,11/15/1959,FALSE,physics,Scotland,male,GB,Cambridge,Cambridge,United Kingdom
Adolf Otto Reinhold Windaus,for the services rendered through his research into the constitution of the sterols and their connection with the vitamins,Windaus,Adolf Otto Reinhold,1,1876-12-25,1928,51,Berlin,6/9/1959,FALSE,chemistry,Germany,male,DE,Göttingen,Goettingen University,Germany
Sigrid Undset,principally for her powerful descriptions of Northern life during the Middle Ages,Undset,Sigrid,1,1882-05-20,1928,45,Kalundborg,6/10/1949,FALSE,literature,Denmark,female,DK,,none,
Charles Jules Henri Nicolle,for his work on typhus,Nicolle,Charles Jules Henri,1,1866-09-21,1928,61,Rouen,2/28/1936,FALSE,medicine,France,male,FR,Tunis,Institut Pasteur,
Owen Willans Richardson,for his work on the thermionic phenomenon and especially for the discovery of the law named after him,Richardson,Owen Willans,1,1879-04-26,1928,48,Dewsbury,2/15/1959,FALSE,physics,United Kingdom,male,GB,London,London University,United Kingdom
Hans Karl August Simon von Euler-Chelpin,for their investigations on the fermentation of sugar and fermentative enzymes,von Euler-Chelpin,Hans Karl August Simon,2,1873-02-15,1929,55,Augsburg,11/6/1964,FALSE,chemistry,Germany,male,DE,Stockholm,Stockholm University,Sweden
Arthur Harden,for their investigations on the fermentation of sugar and fermentative enzymes,Harden,Arthur,2,1865-10-12,1929,63,Manchester,6/17/1940,FALSE,chemistry,United Kingdom,male,GB,London,London University,United Kingdom
Thomas Mann,"principally for his great novel, <I>Buddenbrooks</I>, which has won steadily increased recognition as one of the classic works of contemporary literature",Mann,Thomas,1,1875-06-06,1929,53,Lübeck,8/12/1955,FALSE,literature,Germany,male,DE,,none,
Sir Frederick Gowland Hopkins,for his discovery of the growth-stimulating vitamins,Hopkins,Sir Frederick Gowland,2,1861-06-20,1929,67,Eastbourne,5/16/1947,FALSE,medicine,United Kingdom,male,GB,Cambridge,Cambridge,United Kingdom
Christiaan Eijkman,for his discovery of the antineuritic vitamin,Eijkman,Christiaan,2,1858-08-11,1929,70,Nijkerk,11/5/1930,FALSE,medicine,the Netherlands,male,NL,Utrecht,Utrecht University,the Netherlands
Frank Billings Kellogg,,Kellogg,Frank Billings,1,1856-12-22,1929,72,"Potsdam, NY",12/21/1937,FALSE,peace,USA,male,US,,none,
Prince Louis-Victor Pierre Raymond de Broglie,for his discovery of the wave nature of electrons,de Broglie,Prince Louis-Victor Pierre Raymond,1,1892-08-15,1929,36,Dieppe,3/19/1987,FALSE,physics,France,male,FR,Paris,"Sorbonne University, Institut Henri Poincaré",France
Hans Fischer,for his researches into the constitution of haemin and chlorophyll and especially for his synthesis of haemin,Fischer,Hans,1,1881-07-27,1930,48,Hoechst,3/31/1945,FALSE,chemistry,Germany,male,DE,Munich,Technische Hochschule (Institute of Technology),Germany
Sinclair Lewis,"for his vigorous and graphic art of description and his ability to create, with wit and humour, new types of characters",Lewis,Sinclair,1,1885-02-07,1930,44,"Sauk Centre, MN",1/10/1951,FALSE,literature,USA,male,US,,none,
Karl Landsteiner,for his discovery of human blood groups,Landsteiner,Karl,1,1868-06-14,1930,61,Vienna,6/26/1943,FALSE,medicine,Austrian Empire (now Austria),male,AT,"New York, NY",Rockefeller,USA
Lars Olof Jonathan (Nathan) Söderblom,,Söderblom,Lars Olof Jonathan (Nathan),1,1866-01-15,1930,63,Trönö,7/12/1931,FALSE,peace,Sweden,male,SE,,none,
Sir Chandrasekhara Venkata Raman,for his work on the scattering of light and for the discovery of the effect named after him,Raman,Sir Chandrasekhara Venkata,1,1888-11-07,1930,41,Tiruchirappalli,11/21/1970,FALSE,physics,India,male,IN,Calcutta,Calcutta University,India
Friedrich Bergius,in recognition of their contributions to the invention and development of chemical high pressure methods,Bergius,Friedrich,2,1884-10-11,1931,46,"Goldschmieden, near Breslau",3/30/1949,FALSE,chemistry,Germany (now Poland),male,PL,Heidelberg,University of Heidelberg,Germany
Carl Bosch,in recognition of their contributions to the invention and development of chemical high pressure methods,Bosch,Carl,2,1874-08-27,1931,56,Cologne,4/26/1940,FALSE,chemistry,Germany,male,DE,Heidelberg,University of Heidelberg,Germany
Erik Axel Karlfeldt,The poetry of Erik Axel Karlfeldt,Karlfeldt,Erik Axel,1,1864-07-20,1931,66,Karlbo,4/8/1931,FALSE,literature,Sweden,male,SE,,none,
Otto Heinrich Warburg,for his discovery of the nature and mode of action of the respiratory enzyme,Warburg,Otto Heinrich,1,1883-10-08,1931,47,Freiburg im Breisgau,8/1/1970,FALSE,medicine,Germany,male,DE,Berlin-Dahlem,Kaiser-Wilhelm-Institut (now Max-Planck-Institut) für Biologie,Germany
Nicholas Murray Butler,,Butler,Nicholas Murray,2,1862-04-02,1931,68,"Elizabeth, NJ",12/7/1947,FALSE,peace,USA,male,US,"New York, NY",Columbia,USA
Jane Addams,,Addams,Jane,2,1860-09-06,1931,70,"Cedarville, IL",5/21/1935,FALSE,peace,USA,female,US,,none,
Irving Langmuir,for his discoveries and investigations in surface chemistry,Langmuir,Irving,1,1881-01-31,1932,50,"Brooklyn, NY",8/16/1957,FALSE,chemistry,USA,male,US,"Schenectady, NY",General Electric Company,USA
John Galsworthy,for his distinguished art of narration which takes its highest form in <I>The Forsyte Saga</I>,Galsworthy,John,1,1867-08-14,1932,64,Kingston Hill,1/31/1933,FALSE,literature,United Kingdom,male,GB,,none,
Sir Charles Scott Sherrington,for their discoveries regarding the functions of neurons,Sherrington,Sir Charles Scott,2,1857-11-27,1932,74,London,3/4/1952,FALSE,medicine,United Kingdom,male,GB,Oxford,University of Oxford,United Kingdom
Edgar Douglas Adrian,for their discoveries regarding the functions of neurons,Adrian,Edgar Douglas,2,1889-11-30,1932,42,London,8/8/1977,FALSE,medicine,United Kingdom,male,GB,Cambridge,Cambridge,United Kingdom
Werner Karl Heisenberg,"for the creation of quantum mechanics, the application of which has, inter alia, led to the discovery of the allotropic forms of hydrogen",Heisenberg,Werner Karl,1,12/5/1901,1932,30,Würzburg,2/1/1976,FALSE,physics,Germany,male,DE,Leipzig,Leipzig University,Germany
Ivan Alekseyevich Bunin,for the strict artistry with which he has carried on the classical Russian traditions in prose writing,Bunin,Ivan Alekseyevich,1,1870-10-22,1933,62,Voronezh,11/8/1953,FALSE,literature,Russia,male,RU,,none,
Thomas Hunt Morgan,for his discoveries concerning the role played by the chromosome in heredity,Morgan,Thomas Hunt,1,1866-09-25,1933,66,"Lexington, KY",12/4/1945,FALSE,medicine,USA,male,US,"Pasadena, CA",Caltech,USA
Sir Norman Angell (Ralph Lane),,Angell (Ralph Lane),Sir Norman,1,1872-12-26,1933,60,Holbeach,10/7/1967,FALSE,peace,United Kingdom,male,GB,,none,
Paul Adrien Maurice Dirac,for the discovery of new productive forms of atomic theory,Dirac,Paul Adrien Maurice,2,8/8/1902,1933,30,Bristol,10/20/1984,FALSE,physics,United Kingdom,male,GB,Cambridge,Cambridge,United Kingdom
Erwin Schrödinger,for the discovery of new productive forms of atomic theory,Schrödinger,Erwin,2,1887-08-12,1933,45,Vienna,1/4/1961,FALSE,physics,Austria,male,AT,Berlin,Berlin University,Germany
Harold Clayton Urey,for his discovery of heavy hydrogen,Urey,Harold Clayton,1,1893-04-29,1934,40,"Walkerton, IN",1/5/1981,FALSE,chemistry,USA,male,US,"New York, NY",Columbia,USA
Luigi Pirandello,for his bold and ingenious revival of dramatic and scenic art,Pirandello,Luigi,1,1867-06-28,1934,66,"Agrigento, Sicily",12/10/1936,FALSE,literature,Italy,male,IT,,none,
George Richards Minot,for their discoveries concerning liver therapy in cases of anaemia,Minot,George Richards,3,1885-12-02,1934,48,"Boston, MA",2/25/1950,FALSE,medicine,USA,male,US,"Cambridge, MA",Harvard,USA
William Parry Murphy,for their discoveries concerning liver therapy in cases of anaemia,Murphy,William Parry,3,1892-02-06,1934,41,"Stoughton, WI",10/9/1987,FALSE,medicine,USA,male,US,"Cambridge, MA",Harvard,USA
George Hoyt Whipple,for their discoveries concerning liver therapy in cases of anaemia,Whipple,George Hoyt,3,1878-08-28,1934,55,"Ashland, NH",2/1/1976,FALSE,medicine,USA,male,US,"Rochester, NY",University of Rochester,USA
Arthur Henderson,,Henderson,Arthur,1,1863-09-13,1934,70,Glasgow,10/20/1935,FALSE,peace,Scotland,male,GB,,none,
Irène Joliot-Curie,in recognition of their synthesis of new radioactive elements,Joliot-Curie,Irène,2,1897-09-12,1935,37,Paris,3/17/1956,FALSE,chemistry,France,female,FR,Paris,Institut du Radium,France
Frédéric Joliot,in recognition of their synthesis of new radioactive elements,Joliot,Frédéric,2,3/19/1900,1935,34,Paris,8/14/1958,FALSE,chemistry,France,male,FR,Paris,Institut du Radium,France
Hans Spemann,for his discovery of the organizer effect in embryonic development,Spemann,Hans,1,1869-06-27,1935,65,Stuttgart,9/12/1941,FALSE,medicine,W&uuml;rttemberg (now Germany),male,DE,Breisgau,University of Freiburg im Breisgau,Germany
Carl von Ossietzky,,von Ossietzky,Carl,1,1889-10-03,1935,45,Hamburg,5/4/1938,FALSE,peace,Germany,male,DE,,none,
James Chadwick,for the discovery of the neutron,Chadwick,James,1,1891-10-20,1935,43,Manchester,7/24/1974,FALSE,physics,United Kingdom,male,GB,Liverpool,Liverpool University,United Kingdom
Petrus (Peter) Josephus Wilhelmus Debye,for his contributions to our knowledge of molecular structure through his investigations on dipole moments and on the diffraction of X-rays and electrons in gases,Debye,Petrus (Peter) Josephus Wilhelmus,1,1884-03-24,1936,51,Maastricht,11/2/1966,FALSE,chemistry,the Netherlands,male,NL,Berlin,Berlin University,Germany
Eugene Gladstone O'Neill,"for the power, honesty and deep-felt emotions of his dramatic works, which embody an original concept of tragedy",O'Neill,Eugene Gladstone,1,1888-10-16,1936,47,"New York, NY",11/27/1953,FALSE,literature,USA,male,US,,none,
Otto Loewi,for their discoveries relating to chemical transmission of nerve impulses,Loewi,Otto,2,1873-06-03,1936,62,Frankfurt-on-the-Main,12/25/1961,FALSE,medicine,Germany,male,DE,Graz,Graz University,Austria
Sir Henry Hallett Dale,for their discoveries relating to chemical transmission of nerve impulses,Dale,Sir Henry Hallett,2,1875-06-09,1936,60,London,7/23/1968,FALSE,medicine,United Kingdom,male,GB,London,National Institute for Medical Research,United Kingdom
Carlos Saavedra Lamas,,Saavedra Lamas,Carlos,1,1878-11-01,1936,57,Buenos Aires,5/5/1959,FALSE,peace,Argentina,male,AR,,none,
Carl David Anderson,for his discovery of the positron,Anderson,Carl David,2,9/3/1905,1936,30,"New York, NY",1/11/1991,FALSE,physics,USA,male,US,"Pasadena, CA",Caltech,USA
Victor Franz Hess,for his discovery of cosmic radiation,Hess,Victor Franz,2,1883-06-24,1936,52,Peggau,12/17/1964,FALSE,physics,Austria,male,AT,Innsbruck,Innsbruck University,Austria
Walter Norman Haworth,for his investigations on carbohydrates and vitamin C,Haworth,Walter Norman,2,1883-03-19,1937,53,Chorley,3/19/1950,FALSE,chemistry,United Kingdom,male,GB,Birmingham,Birmingham University,United Kingdom
Paul Karrer,"for his investigations on carotenoids, flavins and vitamins A and B2",Karrer,Paul,2,1889-04-21,1937,47,Moscow,6/18/1971,FALSE,chemistry,Russia,male,RU,Zurich,University of Zurich,Switzerland
Roger Martin du Gard,for the artistic power and truth with which he has depicted human conflict as well as some fundamental aspects of contemporary life in his novel-cycle <I>Les Thibault</I>,Martin du Gard,Roger,1,1881-03-23,1937,55,Neuilly-sur-Seine,8/22/1958,FALSE,literature,France,male,FR,,none,
Albert von Szent-Györgyi Nagyrápolt,"for his discoveries in connection with the biological combustion processes, with special reference to vitamin C and the catalysis of fumaric acid",von Szent-Györgyi Nagyrápolt,Albert,1,1893-09-16,1937,43,Budapest,10/22/1986,FALSE,medicine,Austria-Hungary (now Hungary),male,HU,Szeged,Szeged University,Hungary
